concat(annotationID,' ',annotationURI)
42797 info:doi/10.1371/annotation/d2d6511b-6949-453b-afca-35d01ad6624e
18711 info:doi/10.1371/annotation/d2d79b20-6ca4-492b-914a-8542318620bf
65197 info:doi/10.1371/annotation/d2d89867-c7a9-44f1-8300-388fcce5f98f
18713 info:doi/10.1371/annotation/d2d8dab6-48e5-409d-b88f-249b78645c6e
65883 info:doi/10.1371/annotation/d2dc9b41-70ba-44e0-936c-5b03751edddb
81653 info:doi/10.1371/annotation/d2de3e0c-e5f6-4d53-b9a6-8f51469bfc18
18715 info:doi/10.1371/annotation/d2e23bea-aa28-4084-b067-f4abf50725ef
60669 info:doi/10.1371/annotation/d2e4f35b-32e0-4aa7-b53b-d3d42e791ca4
80269 info:doi/10.1371/annotation/d2e4ffe9-7e04-425b-bdf8-5cc7d34437d5
54481 info:doi/10.1371/annotation/d2e6a182-f89e-47e3-933d-99a7667e1206
55905 info:doi/10.1371/annotation/d2ea600e-98c7-47cc-93c7-b7a18501bef7
18717 info:doi/10.1371/annotation/d2eb5e4d-c0c1-4d66-b06e-7f2bca44c2cc
85995 info:doi/10.1371/annotation/d2ebca59-e87e-4d0c-8dd7-35e2f48d123b
18719 info:doi/10.1371/annotation/d2ecdcc3-8236-46fe-b595-bed4aa195ac3
59901 info:doi/10.1371/annotation/d2ed14fa-c764-4dd0-9530-a42282565cd0
80385 info:doi/10.1371/annotation/d2f4b30b-35b9-4a36-ae0d-be66feb3dae7
18721 info:doi/10.1371/annotation/d2f4c827-514c-4018-9c45-75a92bb96890
18723 info:doi/10.1371/annotation/d2f941d3-a07e-410e-b4d4-04e218783a59
18725 info:doi/10.1371/annotation/d2f9710d-2e01-4385-84af-8a8763c8148a
18727 info:doi/10.1371/annotation/d2fb1868-c9dd-4d46-9d6a-cec97ca03c69
72617 info:doi/10.1371/annotation/d2fc3a8c-1641-4a53-8882-f6bfba6624da
18729 info:doi/10.1371/annotation/d2fe7196-c6d9-4d6a-814f-e175667675fb
18731 info:doi/10.1371/annotation/d302967c-e5c6-454d-b786-b2b416fd0dc5
18733 info:doi/10.1371/annotation/d30374b0-de03-494d-8c70-d8ca8d759230
18735 info:doi/10.1371/annotation/d304fe00-e11b-4454-a506-308168d9237e
18737 info:doi/10.1371/annotation/d305783d-f335-41ac-bef4-02bbc3ae0825
62423 info:doi/10.1371/annotation/d305be39-4237-4834-8810-97edca07ebae
18739 info:doi/10.1371/annotation/d30d1c80-24a1-4f54-a7b0-467fbc364103
18741 info:doi/10.1371/annotation/d30fb1d1-665e-45cc-9fbc-038bfa15c17f
56403 info:doi/10.1371/annotation/d314b593-71ed-4824-8234-6ca2a3e2fd35
78677 info:doi/10.1371/annotation/d3169988-c56b-42cb-b0e1-ce48f7a3c422
18743 info:doi/10.1371/annotation/d317c269-77ad-4a6c-9386-c7a08a7f041c
18747 info:doi/10.1371/annotation/d31a18cf-669e-43ff-95bc-fd55cff36215
18749 info:doi/10.1371/annotation/d31b1171-3f97-4f0a-9b7f-c07ed89920bc
79953 info:doi/10.1371/annotation/d31b7466-b05d-409d-b4ce-3a7f2ab5291b
18751 info:doi/10.1371/annotation/d31d757c-4ca8-4808-a72b-8635082b0d01
71697 info:doi/10.1371/annotation/d31dc8e3-6c58-4a63-bed6-23c4c88d62eb
18753 info:doi/10.1371/annotation/d3205ac4-a5eb-4d96-bb3a-59c79fc2371a
18755 info:doi/10.1371/annotation/d321aa98-0116-4f35-b93e-a68f0e3c0ad0
74563 info:doi/10.1371/annotation/d3223b93-0757-4b2f-9955-255a0dd7ffd7
60955 info:doi/10.1371/annotation/d32c5f1b-2d91-4b27-ad04-43770c6bc3a0
78897 info:doi/10.1371/annotation/d333de94-67af-408a-8378-e20a7902c5af
18759 info:doi/10.1371/annotation/d33e1aba-d9c3-4c5d-9b5f-0b61d0cf2dea
18761 info:doi/10.1371/annotation/d342f364-8daf-4ccf-89dd-59d2ef10a293
61841 info:doi/10.1371/annotation/d347efa2-893a-4cd5-a590-a21a156edf9b
18765 info:doi/10.1371/annotation/d34b613c-38e4-44e4-b87a-80d93321ff34
18767 info:doi/10.1371/annotation/d34c44bb-2aac-4ba5-b2cb-588cdc27224b
51151 info:doi/10.1371/annotation/d34d021d-e550-47d0-a430-82502edfd7a4
61091 info:doi/10.1371/annotation/d35078d5-1bad-4a6a-a36d-219f63a6e360
18769 info:doi/10.1371/annotation/d3509eea-9604-48ce-bd83-9e45b9f6378e
18773 info:doi/10.1371/annotation/d356bab4-9c6e-43e6-8fa4-221371580191
65749 info:doi/10.1371/annotation/d35aad49-e4dc-4d92-aded-99b1805e25e9
86117 info:doi/10.1371/annotation/d35e8c5b-306a-4c21-8a28-588cab813ba4
18775 info:doi/10.1371/annotation/d36236d2-47f4-4121-a14e-9d2ad2877750
57375 info:doi/10.1371/annotation/d3655e1b-718b-48ce-9e48-2920bb5c9fa4
87576 info:doi/10.1371/annotation/d365a9aa-7246-4a88-b13f-33230e12f9c4
72313 info:doi/10.1371/annotation/d36769ae-2c33-4cd9-9ad3-f6583a88418e
65925 info:doi/10.1371/annotation/d36c0261-0f00-4110-80d2-0dcf7fdbeb12
78317 info:doi/10.1371/annotation/d36c72e6-4ef7-4fab-b16a-3e4804c7c87a
44969 info:doi/10.1371/annotation/d3719cd4-981a-4bc4-96db-7fb188015817
18777 info:doi/10.1371/annotation/d3721df6-d9ce-48fa-843b-6bd3420ea882
18779 info:doi/10.1371/annotation/d3724056-dd7f-4916-9a8c-b302f2aaf99e
79931 info:doi/10.1371/annotation/d3749b6e-6d26-45f6-9d02-aea3f9c91a16
18781 info:doi/10.1371/annotation/d3787367-002b-4e06-bba4-12f8c8a5f259
67409 info:doi/10.1371/annotation/d379ad8c-b191-4d57-ae88-359bb206b9d4
18783 info:doi/10.1371/annotation/d379ec49-9f4c-461d-b97c-3f076bd12b3f
18785 info:doi/10.1371/annotation/d37ca303-2e5b-4d52-be88-e6c80259406a
86611 info:doi/10.1371/annotation/d3828920-e21c-4a43-9c1c-0fd85c1e9819
88450 info:doi/10.1371/annotation/d38c9dd2-ac28-4144-993f-4a429087c8eb
18787 info:doi/10.1371/annotation/d3925b7f-9f72-4fb5-a682-0845921636b1
54699 info:doi/10.1371/annotation/d3926198-f9fe-4beb-a378-68ec91766a6d
51129 info:doi/10.1371/annotation/d392ccb8-872a-4f62-a3a1-0ed249bef69e
18789 info:doi/10.1371/annotation/d394d46b-06dc-489f-a0b6-6269be0f8c16
18791 info:doi/10.1371/annotation/d39524eb-5bbb-4c27-b46c-5f204bfb695e
59233 info:doi/10.1371/annotation/d395a8e7-6e69-4a44-baaa-02cb89326537
75472 info:doi/10.1371/annotation/d39c9a13-15b3-4546-af6c-7ff546ee5f47
18795 info:doi/10.1371/annotation/d3a56622-6a3e-4ee2-a316-3ddefa484389
18797 info:doi/10.1371/annotation/d3a65aca-9b95-4e07-bf71-988caaabe899
78861 info:doi/10.1371/annotation/d3aa76ac-9727-449d-82b7-5251c851489f
79343 info:doi/10.1371/annotation/d3ab2f47-85cc-44ba-acd6-95657d85c56d
18799 info:doi/10.1371/annotation/d3b1ac67-08f6-4d3a-a4fe-4ed0d197e7ab
18801 info:doi/10.1371/annotation/d3b201b2-aa57-4505-8acd-de9280aac3f6
85852 info:doi/10.1371/annotation/d3b31f93-0db4-47f0-95dd-ebddd6fd1642
18805 info:doi/10.1371/annotation/d3b5b581-f3e4-4429-8c49-0eeb8ddd8961
18807 info:doi/10.1371/annotation/d3b953ba-5f36-4f4c-aaee-bba3b45d8865
60493 info:doi/10.1371/annotation/d3b9fd04-68cf-481c-865b-ce80da8e35b2
18809 info:doi/10.1371/annotation/d3c5b82e-3e54-458f-9946-2ee9545dce88
63233 info:doi/10.1371/annotation/d3c92ab6-9f43-47f7-8e8e-03efa2a2a041
18811 info:doi/10.1371/annotation/d3cb2cb3-47b6-456e-826b-ecf2a58c183b
52011 info:doi/10.1371/annotation/d3cd3896-1943-40f2-a917-05143b135d8d
18813 info:doi/10.1371/annotation/d3cdf240-60da-4fe5-9008-4184271b3980
18815 info:doi/10.1371/annotation/d3d06504-c3b4-4339-8532-f9778dc23f4d
72985 info:doi/10.1371/annotation/d3d0cf3b-0aaa-4e02-8ccd-0a0430e88e78
18817 info:doi/10.1371/annotation/d3d639af-1d62-40fb-889c-184398dc4fe4
18819 info:doi/10.1371/annotation/d3d75f90-34c1-4b96-87e5-f539906ca258
63069 info:doi/10.1371/annotation/d3dfd45b-8a9e-464b-93c3-c557039341b4
88196 info:doi/10.1371/annotation/d3e7ff7b-1aa3-411d-840a-77ae60aa0445
18823 info:doi/10.1371/annotation/d3ea304d-f0e8-47d5-aa01-145d660b08e7
18825 info:doi/10.1371/annotation/d3ed1908-9ab6-47eb-99df-547af1bbd838
77503 info:doi/10.1371/annotation/d3ee20c9-2827-484a-891b-fcb153aaefd5
55531 info:doi/10.1371/annotation/d3f12edd-501d-4d5d-aed6-d7c04d270b32
78311 info:doi/10.1371/annotation/d3f1ddb1-9f6e-4d2b-b2f4-930154626b73
64999 info:doi/10.1371/annotation/d3f386a7-0885-4353-951f-c8b720543632
82133 info:doi/10.1371/annotation/d3f49270-15e4-4580-84da-2602fdad4370
87173 info:doi/10.1371/annotation/d3f5ccc2-0766-402f-8169-95cc93811e2b
18827 info:doi/10.1371/annotation/d3fdd1e2-4ea8-495c-8d8a-1bb195a4198a
18831 info:doi/10.1371/annotation/d405291f-557d-4218-b41f-9dbb3b45b291
63047 info:doi/10.1371/annotation/d407e3a9-b060-4b57-8dce-3ad08ff601e6
86131 info:doi/10.1371/annotation/d408ad4f-c06e-4bf2-89c1-988c85457ecb
18833 info:doi/10.1371/annotation/d408dfdd-c780-46f9-8e84-96e1d24faff3
18835 info:doi/10.1371/annotation/d40deb53-6dbb-44c9-85fa-82ad2eb424a1
43463 info:doi/10.1371/annotation/d40fbd97-8ec2-48b4-8dd0-188759712309
18837 info:doi/10.1371/annotation/d410ebd9-03c8-458c-9f4e-5ce6a0517844
75551 info:doi/10.1371/annotation/d414d9b2-ba8d-4e88-8f5d-58a769805615
45207 info:doi/10.1371/annotation/d4169100-b3a5-47b6-a1cd-0edb464172bc
86351 info:doi/10.1371/annotation/d41c5d91-5312-43a4-8d60-f11c1c903f48
81553 info:doi/10.1371/annotation/d420452d-ada5-48b3-ade4-35a34b5a426b
73929 info:doi/10.1371/annotation/d4250a11-094f-458d-b982-2b66279faf19
88408 info:doi/10.1371/annotation/d42a1aba-6c78-4ee0-a553-2e156d206906
56373 info:doi/10.1371/annotation/d42ac965-316a-4ba0-a73d-930d274f1b87
51061 info:doi/10.1371/annotation/d42e5e2e-9316-41d0-a8ed-0870c4680f1b
18839 info:doi/10.1371/annotation/d4306bfd-0c73-4b8b-ba26-cdda9436d2a9
82218 info:doi/10.1371/annotation/d434aa75-f4c9-4c95-b626-571c20ae733e
18843 info:doi/10.1371/annotation/d43571bd-9e0d-460b-8de2-138824154bc6
18845 info:doi/10.1371/annotation/d43620b9-4c6d-4634-9da5-e28412689463
18847 info:doi/10.1371/annotation/d43981ed-95a9-493f-a319-e338f0748a35
18849 info:doi/10.1371/annotation/d43e8d1a-aac1-4fed-9468-bea3c3168083
87375 info:doi/10.1371/annotation/d4421224-095a-4155-ade6-7e2256e8e76c
18851 info:doi/10.1371/annotation/d442a9af-987f-4956-9419-647f8778a103
76673 info:doi/10.1371/annotation/d44f0813-4fe4-47b4-96a5-774db538131e
49793 info:doi/10.1371/annotation/d4514059-3890-486b-9e49-873f54781621
88178 info:doi/10.1371/annotation/d4539a9f-e622-4ea9-bff1-42f41b4fe1db
18855 info:doi/10.1371/annotation/d455adce-a6ad-4fc3-9b5e-dfaa58b6e847
78939 info:doi/10.1371/annotation/d456147f-839d-467a-979c-9d9649bf4c19
49835 info:doi/10.1371/annotation/d457ce20-fe44-4c28-a4ea-41025d809d6e
44755 info:doi/10.1371/annotation/d4596f9f-b33e-4d57-9a47-a9a0f72f1723
86892 info:doi/10.1371/annotation/d45a9481-b8db-4d46-b608-9530ea1b30e2
42919 info:doi/10.1371/annotation/d45bb9cc-4dc6-4f5d-8ac6-074160d5adc5
18857 info:doi/10.1371/annotation/d45dd791-fef9-4b8f-9deb-2b2eeaaee0ce
64655 info:doi/10.1371/annotation/d45f7762-fb73-456b-b79e-b925aab3afb3
18859 info:doi/10.1371/annotation/d465582f-d6ec-4839-9deb-d2a0443edecf
18861 info:doi/10.1371/annotation/d46cc3a1-00f9-4603-820e-7710e6fda3f1
18863 info:doi/10.1371/annotation/d47a0e50-30fe-46fb-b932-0efe35a41c22
82031 info:doi/10.1371/annotation/d47a7b61-2aad-477e-9829-50357ce2f0b9
85727 info:doi/10.1371/annotation/d47b35b2-2893-472b-a22a-2a894dce2d98
18865 info:doi/10.1371/annotation/d47f0c9b-1305-4a08-9524-cb836fc71b01
18867 info:doi/10.1371/annotation/d47f3c0d-70b9-4730-aefb-9c381c8af1e0
65603 info:doi/10.1371/annotation/d48071ff-4528-43a5-a3a2-22152238f406
60885 info:doi/10.1371/annotation/d4854457-6349-4be9-bc67-849584a9d335
18869 info:doi/10.1371/annotation/d48575c7-9633-4de0-92e2-e685ec5baf92
18871 info:doi/10.1371/annotation/d4862bb5-40c9-411a-982d-0daf19ab8ed1
18873 info:doi/10.1371/annotation/d4887c65-9540-4335-b589-19e95ebaff24
18875 info:doi/10.1371/annotation/d489cf22-b9b1-47ec-9bbf-431f0222e0bd
61971 info:doi/10.1371/annotation/d48cee49-2c06-456d-8165-95cd63b79446
87081 info:doi/10.1371/annotation/d48e422d-d3f1-4245-8fbc-fe024aed26d4
80431 info:doi/10.1371/annotation/d4917b57-91ff-41ea-a0bd-5dc26d6e5d12
18877 info:doi/10.1371/annotation/d492c080-e531-47f1-870f-da2ba9a33199
18879 info:doi/10.1371/annotation/d4953cd4-a91f-4d8b-a8f1-038f675207f9
88452 info:doi/10.1371/annotation/d496b05a-8c03-4bf4-979a-a08d38e698b3
61761 info:doi/10.1371/annotation/d496eab9-9dcf-4651-86a3-4c570ee8532a
80449 info:doi/10.1371/annotation/d499c9f8-1ba7-4ae0-a44b-356d2ce5aeea
63257 info:doi/10.1371/annotation/d49d2419-cc0f-41e2-b88f-b8741df4b2ac
18881 info:doi/10.1371/annotation/d4a428c3-2f83-4463-8dd9-3de384a45bf7
18883 info:doi/10.1371/annotation/d4a61181-e1b5-42d5-b2c5-7c6f1f45a50f
44615 info:doi/10.1371/annotation/d4a650ab-886c-4e34-9fdb-62a47e1c38e7
18885 info:doi/10.1371/annotation/d4a71a68-fa6f-4fe9-82cd-0892e5bd1e0e
78040 info:doi/10.1371/annotation/d4a9bd32-fbc1-4262-80c3-8851e543478f
18889 info:doi/10.1371/annotation/d4ad33a3-8a23-47c0-97dd-9570dea5539b
87288 info:doi/10.1371/annotation/d4b35fd7-dbe4-4627-8011-13a8af8d9f63
43165 info:doi/10.1371/annotation/d4b379d4-97ea-430e-8f4e-67c0fdb17451
63555 info:doi/10.1371/annotation/d4b4f667-7aec-440a-a55a-2d19d5811feb
18893 info:doi/10.1371/annotation/d4b51562-34cb-4df8-a9ea-17873945eb74
86262 info:doi/10.1371/annotation/d4b87e26-45c2-417b-bd1b-d780cc2c8b2b
73489 info:doi/10.1371/annotation/d4b99f18-e814-4274-acd9-2e9555ecc086
69961 info:doi/10.1371/annotation/d4ba8875-a3ce-4edd-b69f-6edbb53eaceb
58075 info:doi/10.1371/annotation/d4bae41e-5823-45ba-a8b1-05d4eb9b58be
18895 info:doi/10.1371/annotation/d4bc7231-13e2-4f42-91aa-134cf59d071b
59943 info:doi/10.1371/annotation/d4c37880-0c7c-4f1b-a636-4f6ed2fc19f8
18897 info:doi/10.1371/annotation/d4c3dac9-15f1-4102-b817-a4abdff42e33
50675 info:doi/10.1371/annotation/d4c52cca-9509-41dc-b85e-8e275445b26e
18899 info:doi/10.1371/annotation/d4c78633-1a3f-4cb7-85e7-d12e88aa4e47
56011 info:doi/10.1371/annotation/d4cbc7df-d9b0-4eaf-b1d1-e25da9924f03
18901 info:doi/10.1371/annotation/d4cd9643-25bc-4129-9af7-7b36900a58e0
18903 info:doi/10.1371/annotation/d4cf0727-1158-4315-afff-7b2918f33734
18905 info:doi/10.1371/annotation/d4d422b8-09e9-4316-ad1d-ad912c604892
59985 info:doi/10.1371/annotation/d4ddfa94-d4aa-49b6-a365-88e1f3d4b63f
18907 info:doi/10.1371/annotation/d4de1f09-c14d-4120-a10e-e182a9bd4744
18909 info:doi/10.1371/annotation/d4e2bf91-25ce-4604-8be1-6a7423e36c11
18911 info:doi/10.1371/annotation/d4e34f67-ca8c-47c5-9fe9-f64fe107d046
18913 info:doi/10.1371/annotation/d4e401f0-2d77-4085-aefb-c76f41174892
86593 info:doi/10.1371/annotation/d4e61c7a-d602-4bd9-91bd-a884b4023891
84020 info:doi/10.1371/annotation/d4e975b6-8889-4e0c-aef4-62adc3768776
53385 info:doi/10.1371/annotation/d4ea32e4-aeae-4ab9-9a68-8907081d9da1
68201 info:doi/10.1371/annotation/d4eb9900-2686-437a-94e7-e3f058473ced
18917 info:doi/10.1371/annotation/d4ed3f46-9290-4a29-acfa-36da3bbed18a
86229 info:doi/10.1371/annotation/d4f1a99f-0934-4380-847f-cadc59dd122e
18919 info:doi/10.1371/annotation/d4f312f9-6a89-4a5c-a251-25582a48ccbd
82618 info:doi/10.1371/annotation/d4f6d82b-1fc4-406d-b9de-40273fd2c7ca
18921 info:doi/10.1371/annotation/d4f7a862-6b49-4f37-8924-0a0929ccc46e
18923 info:doi/10.1371/annotation/d4f87f41-8a45-49f4-9ad4-77cb4e65ed1f
18925 info:doi/10.1371/annotation/d4fc9909-f266-4cf7-b484-7f17ec890a51
18927 info:doi/10.1371/annotation/d4ff814e-21fe-491e-9691-9ff7a104f5a7
87077 info:doi/10.1371/annotation/d5003974-49cc-46be-8f91-da5248cf7ef3
18929 info:doi/10.1371/annotation/d504813b-ead3-47fc-b521-38a69e8134ad
18931 info:doi/10.1371/annotation/d5055925-55cf-426c-9545-33479425834a
65371 info:doi/10.1371/annotation/d50a169c-4c93-4b18-b706-9bcaafb42be7
61647 info:doi/10.1371/annotation/d50ac869-d36a-4470-960b-4d71bea8aab8
65613 info:doi/10.1371/annotation/d51204fc-ffed-4842-abef-6e75f79611ab
18935 info:doi/10.1371/annotation/d515d6d1-cc53-4efb-b26e-7cf478e08b80
67137 info:doi/10.1371/annotation/d51948ee-f6dc-475c-9d77-bc3c06a762a0
81951 info:doi/10.1371/annotation/d51996db-9020-4529-91e2-f5c79afe78c4
18937 info:doi/10.1371/annotation/d51997d1-fc52-428b-b90a-b66586e4a13d
67375 info:doi/10.1371/annotation/d5215304-cd70-4917-bf07-a7dd0cf93573
44831 info:doi/10.1371/annotation/d523a130-846a-482a-aebb-867cc4d006a6
44109 info:doi/10.1371/annotation/d523f749-cbe6-4b97-874e-3191e7c04826
53811 info:doi/10.1371/annotation/d5255875-8baf-4d87-95dc-ccdb84d53fd1
80893 info:doi/10.1371/annotation/d52687f0-24fd-47e6-b338-8ab31574b967
18941 info:doi/10.1371/annotation/d526c017-e2dc-4729-a5e0-d30754d9ad2c
63147 info:doi/10.1371/annotation/d527d134-694e-4a1a-8d94-746b44899d67
68185 info:doi/10.1371/annotation/d527da11-f75a-48e9-bb13-27e823414a63
18943 info:doi/10.1371/annotation/d52975d6-2d9a-43dd-b6df-bf5d6878c9e3
18945 info:doi/10.1371/annotation/d52a9567-bac6-4116-b6bf-f396548b043e
73179 info:doi/10.1371/annotation/d52e5e53-c2dc-4986-a9ae-68ee76ac4498
18947 info:doi/10.1371/annotation/d53064d3-cb67-4fd6-8858-a85be734a07d
18949 info:doi/10.1371/annotation/d53f5316-11e3-4336-a5c9-03ab6e9e5f56
18951 info:doi/10.1371/annotation/d5426655-0333-434d-b7d1-fae461915f5c
55911 info:doi/10.1371/annotation/d5444cdf-5078-49f4-bdc1-69722dfd6eb7
87555 info:doi/10.1371/annotation/d546f03b-41de-4f51-ae0a-34bb3d86ad37
51581 info:doi/10.1371/annotation/d5494937-3c63-4918-b752-643224ac8f98
18955 info:doi/10.1371/annotation/d55017b9-fc25-454e-8161-2290fe936aae
44191 info:doi/10.1371/annotation/d5509716-32aa-4d39-98f1-693fcf238a5f
60789 info:doi/10.1371/annotation/d5548dd7-8ca2-49d0-8ef6-9491d9edfe71
18957 info:doi/10.1371/annotation/d5552f89-4800-4cd6-9293-ea0f6ef51baa
18959 info:doi/10.1371/annotation/d55caa97-4631-437c-8ca2-55d76b76c72d
18961 info:doi/10.1371/annotation/d55dad61-f184-428b-becc-b83d9b1ca4b1
79637 info:doi/10.1371/annotation/d56024de-17f9-44d9-ae50-68e10dd628fc
85656 info:doi/10.1371/annotation/d560ee0e-3210-44d1-87d0-5184f945b9df
86899 info:doi/10.1371/annotation/d5610a68-d159-4ce8-9f54-c1882fd770c6
18963 info:doi/10.1371/annotation/d5627d8a-f325-4d07-a149-870f88a1fda3
80919 info:doi/10.1371/annotation/d562e1d9-bac4-4c91-aeb0-264b0a7c1fea
81559 info:doi/10.1371/annotation/d562fa6a-521b-46cd-be69-ce2022a3a08b
18965 info:doi/10.1371/annotation/d56a8dac-96ae-4575-863b-687b8b7890c2
18967 info:doi/10.1371/annotation/d56ede69-bd66-4258-a589-a628230b0d1b
18969 info:doi/10.1371/annotation/d57237c2-628e-4462-ad1f-9fb9432e81d4
80549 info:doi/10.1371/annotation/d578bb78-26af-4d26-b7ca-de1d518d82f4
18971 info:doi/10.1371/annotation/d579f727-a7c0-4c9d-9764-cb7f775fdf03
81083 info:doi/10.1371/annotation/d57ad6fd-0011-4dbf-9d53-45a7e238b154
18973 info:doi/10.1371/annotation/d57d76ed-b9f6-4408-8931-1588a716e808
18975 info:doi/10.1371/annotation/d57dde95-0546-4a07-979a-ad8b7f835bc4
18977 info:doi/10.1371/annotation/d581c67a-9607-4aa5-b87e-fecc084cbb63
18979 info:doi/10.1371/annotation/d58311f7-5d7d-4fd4-8615-c3ad68b859a0
85096 info:doi/10.1371/annotation/d5887bda-946b-4fda-8df2-f212bc7da415
18985 info:doi/10.1371/annotation/d59066a5-6da3-460e-bca4-93db37c5a2d6
18987 info:doi/10.1371/annotation/d590a674-4d90-4399-8b18-031522f7940d
18989 info:doi/10.1371/annotation/d59577c8-79b6-4a75-8d8c-7194e40a1881
18993 info:doi/10.1371/annotation/d59a4a4d-46ad-484f-ab2a-8b91dc507f97
79861 info:doi/10.1371/annotation/d59b277b-e056-49fb-a265-5939b55737db
52067 info:doi/10.1371/annotation/d59b91b6-db33-41c8-8c38-b77c29657c6e
18995 info:doi/10.1371/annotation/d59cebec-6ea2-4dfe-80a0-00ba768e4365
88291 info:doi/10.1371/annotation/d59e7524-1020-441f-9a0f-ec390c1e24b0
80981 info:doi/10.1371/annotation/d59f1eb3-19e5-4337-8d85-5a40f3ae98c3
80110 info:doi/10.1371/annotation/d5a020d9-fc7e-4534-9cd8-c9c0bade8b1e
41951 info:doi/10.1371/annotation/d5a360a8-bd3d-4848-ba68-9527c933f8d5
65237 info:doi/10.1371/annotation/d5a6854c-8677-4204-9ff5-456e3fb1b87c
84666 info:doi/10.1371/annotation/d5a933fe-d042-43ab-83e0-7a9b2bb63bce
84556 info:doi/10.1371/annotation/d5acbc4d-3ec1-495b-977a-8dfe6cbcfb40
78563 info:doi/10.1371/annotation/d5ace626-ed27-425a-b3f3-bc67f83df452
18999 info:doi/10.1371/annotation/d5ad1828-6d4a-4cff-a0aa-3162f9219639
45093 info:doi/10.1371/annotation/d5af87e3-27a3-4dc0-b949-335fd9ebb1fb
64795 info:doi/10.1371/annotation/d5b5f460-57a7-493a-8a68-3df171d832ad
19001 info:doi/10.1371/annotation/d5bbd261-1e7c-43ee-8e91-13fd87897dd6
19003 info:doi/10.1371/annotation/d5bc8fcf-69b6-4cdc-959e-6da9a74f793c
19005 info:doi/10.1371/annotation/d5c783d3-557c-4371-ace9-eb1b4092286f
19007 info:doi/10.1371/annotation/d5cb191f-9e14-4f3c-8e7a-73593a7f3c53
19009 info:doi/10.1371/annotation/d5ce4898-31c3-4d1d-8fe3-574de8d63e65
19011 info:doi/10.1371/annotation/d5d0be59-4ca6-4329-91b4-50cc8d78436a
67899 info:doi/10.1371/annotation/d5d0cce2-c66a-4ca6-8d61-62b12e37dd42
19013 info:doi/10.1371/annotation/d5d708cb-a483-47ba-bab5-e1ef9f04ab8d
66315 info:doi/10.1371/annotation/d5d72102-10cb-40b9-9cfb-cd8eff30eff0
87937 info:doi/10.1371/annotation/d5d7b55d-95d8-45cf-9816-525e04b12ef0
70493 info:doi/10.1371/annotation/d5d7bd4e-65aa-448e-8c0b-5a596e9f2b67
65503 info:doi/10.1371/annotation/d5d9cc59-1a00-498b-9478-0dc2e3e7996d
44351 info:doi/10.1371/annotation/d5e05835-3858-4fdc-b0b3-a50a022714a5
19015 info:doi/10.1371/annotation/d5e0b7ec-4003-42bd-a539-95b4981e2c6f
80995 info:doi/10.1371/annotation/d5e6e7e3-9230-4220-ae7e-12a6bc661b11
87407 info:doi/10.1371/annotation/d5eacdde-f1ce-4b3f-a4c4-24e69ac8d8fe
79079 info:doi/10.1371/annotation/d5ed88e2-d272-41c0-96d7-4d132fd9a09b
70707 info:doi/10.1371/annotation/d5edaa6b-8656-4e6a-b9a2-3028f52d90f6
68379 info:doi/10.1371/annotation/d5f56e8e-d0e9-41d6-bf1d-9157443bd23a
19017 info:doi/10.1371/annotation/d5f5cbd3-adb0-4f86-b820-7b317fda112f
19019 info:doi/10.1371/annotation/d5fa767c-6351-405d-b515-95fa3fedf4a8
19021 info:doi/10.1371/annotation/d5faac7e-8df8-4afb-aa4e-8928312795eb
80825 info:doi/10.1371/annotation/d5fad8b6-8b66-4aca-90b0-be930b06a39c
79925 info:doi/10.1371/annotation/d5fcdbc1-4f24-47b4-b2cd-feea5316e362
19023 info:doi/10.1371/annotation/d60c87c4-7a0b-4e0b-a307-e41a4561300b
52859 info:doi/10.1371/annotation/d60ff0b6-be0e-4c4f-9587-0dcb4412ec5e
19025 info:doi/10.1371/annotation/d6156c3b-d992-4f03-b5b9-5ee5526df469
19027 info:doi/10.1371/annotation/d616969b-9562-4654-b3bf-4be7cb3406d5
85709 info:doi/10.1371/annotation/d617baef-c766-4fd4-b63d-a58473529c01
19031 info:doi/10.1371/annotation/d61fa7e3-94ac-4152-984c-1e41ebe3887e
19033 info:doi/10.1371/annotation/d61ff76f-8cb7-4156-98c7-7ee555f289a9
19035 info:doi/10.1371/annotation/d621a92f-421f-4117-84ef-e00b6d189732
81435 info:doi/10.1371/annotation/d621fc9f-b0fe-440b-aca6-7cd979f3873d
19037 info:doi/10.1371/annotation/d622d5ed-ddcd-495a-889d-e066ece150d4
41959 info:doi/10.1371/annotation/d6233a81-dce5-4575-9bc8-6127c75b1867
19039 info:doi/10.1371/annotation/d6236090-0906-405d-852a-a3a0753a6889
19041 info:doi/10.1371/annotation/d62431ee-e174-49a2-b535-61bbe2826b78
58453 info:doi/10.1371/annotation/d6248b59-5aa3-46c2-94a4-d83a4326b3f2
19043 info:doi/10.1371/annotation/d627b840-7c7e-4115-b5ee-879f676f06ed
86528 info:doi/10.1371/annotation/d628d701-d8db-4355-bf9a-7ef9cd0e7e42
52079 info:doi/10.1371/annotation/d62b37bb-1194-482c-bdaa-2cdc8c7743a2
45573 info:doi/10.1371/annotation/d62d9195-eb66-486c-be5c-b6436724d166
19045 info:doi/10.1371/annotation/d63513a9-d7e1-4350-884e-fa1378985693
51173 info:doi/10.1371/annotation/d637558a-571b-4d02-8395-bc40390417bf
81767 info:doi/10.1371/annotation/d637919f-498a-4f1c-ac32-4ed1e45fea6e
