concat(annotationID,' ',annotationURI)
42497 info:doi/10.1371/annotation/28c554d2-d981-433a-ba79-6d90633b78c7
3649 info:doi/10.1371/annotation/28c7cb8c-a402-416b-9de1-1dd5460e9a87
85676 info:doi/10.1371/annotation/28c9e9ee-7244-4e4b-a764-69fd5768dda1
70735 info:doi/10.1371/annotation/28ca76ee-81a8-479d-83e2-3687b607d711
53097 info:doi/10.1371/annotation/28cf311a-2255-4dec-8b71-63132bc6771b
3653 info:doi/10.1371/annotation/28d0cf2c-5159-42f1-b997-5ac1ad6761e1
3655 info:doi/10.1371/annotation/28d4f857-a4d2-4749-9783-3fa3b64fe2b7
3657 info:doi/10.1371/annotation/28d68696-57b9-40e1-9d5a-647f87bb482f
87982 info:doi/10.1371/annotation/28d73374-0c4b-4825-bb69-335fe6f8a216
88422 info:doi/10.1371/annotation/28db5c7c-d0b9-4bf2-ab50-4f77ab9392ee
3659 info:doi/10.1371/annotation/28dc54d2-bb60-4c94-854f-6fdcd4451f2b
3661 info:doi/10.1371/annotation/28df4a3b-3021-450d-b18c-3e7edd1e913b
58913 info:doi/10.1371/annotation/28e1f021-6210-47d2-bdf2-7f30cce5a939
80423 info:doi/10.1371/annotation/28e86a7b-a2c8-4379-8a23-d92da0392e43
66931 info:doi/10.1371/annotation/28ea5007-fece-470f-9360-8fa5d85c2bd1
67123 info:doi/10.1371/annotation/28efa61e-528a-4da0-bd35-c19dfc6c91fd
3663 info:doi/10.1371/annotation/28f0164c-0bcb-41fc-8120-c504decc705e
3665 info:doi/10.1371/annotation/28f3b295-d0bb-4e1d-bd8e-055e5071a99e
87841 info:doi/10.1371/annotation/28f78175-3e1f-405c-b3d1-b9cf99d84908
59743 info:doi/10.1371/annotation/290032de-21b5-4177-84d2-d550c933cf33
49455 info:doi/10.1371/annotation/2901486b-a1da-4d86-bcbe-77b455c31ba4
3667 info:doi/10.1371/annotation/2902dee9-b649-4359-bacf-12797f484ad6
3669 info:doi/10.1371/annotation/290448ea-e134-4d83-a011-475f6cdac59b
58543 info:doi/10.1371/annotation/29096c70-ad27-4e7f-bc18-258ebfaeb585
84088 info:doi/10.1371/annotation/29098d48-f9c5-4483-b676-9a59263338e9
3671 info:doi/10.1371/annotation/290a3e31-6c32-4b94-96a8-7441056de57f
61413 info:doi/10.1371/annotation/290ed0e5-7c92-46e8-9a55-527543d38285
64289 info:doi/10.1371/annotation/290ed889-9038-4720-8835-466a82c21768
67825 info:doi/10.1371/annotation/2911cb68-d5e4-49e5-a4c4-e485c279505e
62201 info:doi/10.1371/annotation/2913c10b-8414-471a-8337-44e9e9df2427
45181 info:doi/10.1371/annotation/29170619-f404-47d4-aa0c-27cad3d78479
3675 info:doi/10.1371/annotation/2922244d-c043-4692-ba50-70b3ae826922
50215 info:doi/10.1371/annotation/29222fea-556b-445a-9efd-add7832be10b
3677 info:doi/10.1371/annotation/2924afb9-d3a9-4c03-909f-1d097ba0a84f
79393 info:doi/10.1371/annotation/292c570a-d20a-4b07-ba15-2f4d15807cdb
49169 info:doi/10.1371/annotation/292dfdc3-1164-4839-8e63-4df36e0ed16f
86278 info:doi/10.1371/annotation/292f92bd-e5b6-44a0-bd6b-1a65d4fdb048
55889 info:doi/10.1371/annotation/293045a4-5b85-4871-8e35-5bd4e4279dfb
64253 info:doi/10.1371/annotation/2932c10d-4b2c-42ea-9198-a5e07b391439
3679 info:doi/10.1371/annotation/29347751-8605-4999-9ede-ce31effe5f78
3681 info:doi/10.1371/annotation/29351b75-0734-4008-acdc-63af1fd9e134
50657 info:doi/10.1371/annotation/2936ddb6-adfb-4be5-9be2-4913453814e7
3683 info:doi/10.1371/annotation/29377277-e76e-4ca7-8265-1fb55a2e4770
3685 info:doi/10.1371/annotation/293b83e3-905d-4bfc-a080-d53561fb6f8e
67549 info:doi/10.1371/annotation/293d547d-bd6e-4bbf-b7bf-6c650ed79c52
79737 info:doi/10.1371/annotation/2943fb02-ad7b-4d90-b1f4-c715ef75ba43
3687 info:doi/10.1371/annotation/294923d8-edf6-422e-9f5e-2b1d71c6b5fd
3689 info:doi/10.1371/annotation/2949f5ce-2fc0-45ff-b4ad-4f17660f0f82
50753 info:doi/10.1371/annotation/294a19ca-d677-43ae-a8d2-56945d8ef4f4
3691 info:doi/10.1371/annotation/2955e2f4-cdb0-4a4f-a3c1-ae1b03603cc4
81381 info:doi/10.1371/annotation/29578d15-18ad-4f8e-b77e-67a51465c593
79445 info:doi/10.1371/annotation/295a83e8-fa47-4591-a1b8-33308c201e02
79988 info:doi/10.1371/annotation/295cff7f-019d-4d80-9ea2-e95c76d95c2c
3695 info:doi/10.1371/annotation/295e57c3-38d6-4c80-8503-06cd068e2de1
3697 info:doi/10.1371/annotation/296
3699 info:doi/10.1371/annotation/29606724-420b-49dd-9bed-86096925cb0e
3701 info:doi/10.1371/annotation/2960f99c-0715-4765-bf41-5f8aa2bede4d
79523 info:doi/10.1371/annotation/296879e2-d375-41ad-9221-0c50dd926373
75235 info:doi/10.1371/annotation/296e80e4-1f0f-42a9-9478-4c32c3b8a38a
43907 info:doi/10.1371/annotation/296f6922-7b42-404b-8a8f-f924a074378e
3703 info:doi/10.1371/annotation/2971ca11-de9b-4131-972a-b8e8c4a70216
82254 info:doi/10.1371/annotation/29726113-2ccf-4f0c-bb96-76f90f5ad8cc
65003 info:doi/10.1371/annotation/297351e3-ba11-4052-8407-0ad43df54f25
59635 info:doi/10.1371/annotation/2977af07-7884-43b3-b98b-cc1494ac2d5d
64607 info:doi/10.1371/annotation/297c738b-f50d-4b58-a4e8-f4a2982690c5
80813 info:doi/10.1371/annotation/297f76e2-e3f9-4421-845c-363b84058429
3705 info:doi/10.1371/annotation/297fb34d-af24-4ef0-b3a2-4e3f8daa31bd
3707 info:doi/10.1371/annotation/2980190c-95ac-49fc-b68c-71a3b35a9776
3709 info:doi/10.1371/annotation/2981a559-c869-4944-a11c-9dfd298551b1
3711 info:doi/10.1371/annotation/29833d44-ac40-4b6b-953e-aa39e874e4bd
42167 info:doi/10.1371/annotation/2984cd62-18fc-46b2-82a9-e0b95e189670
3713 info:doi/10.1371/annotation/2985cee6-34be-4f69-b667-450820ce993e
82902 info:doi/10.1371/annotation/298a0468-3ae6-4771-b58f-f56700e96a54
83204 info:doi/10.1371/annotation/298c109e-f9e0-475e-a791-fa1a9b181aed
63045 info:doi/10.1371/annotation/298c203b-9e76-4ffa-8bb3-291c10591629
3715 info:doi/10.1371/annotation/299
3717 info:doi/10.1371/annotation/299ce950-940b-4e1d-8fb9-23d9b5b4c875
77841 info:doi/10.1371/annotation/299ddbe3-4140-4e1e-ba90-838970c5b8ee
73373 info:doi/10.1371/annotation/29a3fa21-5f75-4517-9c74-5a1604e20ffe
51103 info:doi/10.1371/annotation/29acbb6f-1bcf-4253-b5fc-3aebe72e2551
80857 info:doi/10.1371/annotation/29ad2566-77aa-4964-be34-08d39f592056
87680 info:doi/10.1371/annotation/29b2b71b-5dd4-4d2e-a468-8412acf276e4
3719 info:doi/10.1371/annotation/29b3b669-a6c0-4838-87b5-447e6e1fe8ab
3721 info:doi/10.1371/annotation/29b8e96b-f24e-4db6-aa64-43bcaa8a3e8c
78779 info:doi/10.1371/annotation/29bb6a4a-e3a6-4c42-b4f3-a69d0f97bec5
3723 info:doi/10.1371/annotation/29c2bacd-b9e9-4ba2-86d5-90caf7d3babf
3725 info:doi/10.1371/annotation/29c5873d-5bcf-4e58-893c-77d932adfc14
85172 info:doi/10.1371/annotation/29c90842-b065-4c4c-9d20-cc28d925c3ad
55751 info:doi/10.1371/annotation/29ca1e90-7d06-43de-ae0d-c74835d93086
3727 info:doi/10.1371/annotation/29ca1fde-3558-43d5-aac6-d1613852f899
3729 info:doi/10.1371/annotation/29d16923-80c0-4d57-8caf-4705a35991dd
71935 info:doi/10.1371/annotation/29d61463-92af-40db-93f7-ae0456434c9f
3731 info:doi/10.1371/annotation/29d77b3d-ee03-4ee1-98b2-f4e17d599e3e
83476 info:doi/10.1371/annotation/29dc33d7-3e33-420c-9433-9a0bd870a493
78983 info:doi/10.1371/annotation/29dc4574-9368-44d6-9c91-2426c78c1122
3735 info:doi/10.1371/annotation/29e390a5-9e0b-42ae-a0a4-3155b086bb5a
60507 info:doi/10.1371/annotation/29e522e3-fef5-4ac7-9c87-5c80e0425079
80509 info:doi/10.1371/annotation/29e89e24-80c0-4e77-9826-73c5aafc9e67
3737 info:doi/10.1371/annotation/29ef6ad3-b019-4670-97c2-d14c61483bbd
3739 info:doi/10.1371/annotation/29f49c8d-2d48-4565-905b-98f181959e7a
3741 info:doi/10.1371/annotation/2a09f865-ea87-423a-80f3-f5e7cc1eef5f
87203 info:doi/10.1371/annotation/2a0b16cc-e5a7-403d-aa63-0e39777c3d5d
64183 info:doi/10.1371/annotation/2a0bcb91-5375-41d1-83b0-a9f97943bf39
3743 info:doi/10.1371/annotation/2a0f5010-245c-4f38-be78-88894bbbe3ca
78999 info:doi/10.1371/annotation/2a172ea5-27e6-487a-bbd7-1c0cbc543271
55401 info:doi/10.1371/annotation/2a1caef0-e3bd-40d1-91f3-1d488c427a10
3745 info:doi/10.1371/annotation/2a1e7009-9913-4e89-8e4a-e85532ead5e3
3747 info:doi/10.1371/annotation/2a1eff0d-a4cc-46c2-ad22-056aa52e6249
72145 info:doi/10.1371/annotation/2a206931-25a0-49d2-bc88-29bccfd9323a
53337 info:doi/10.1371/annotation/2a211d61-cb43-40e8-8b5c-5820d2373281
3749 info:doi/10.1371/annotation/2a223902-f065-4d64-892f-16d1f77a931e
40959 info:doi/10.1371/annotation/2a232797-69e2-4e81-9acb-cfcea61e01f1
3751 info:doi/10.1371/annotation/2a2557a1-57c1-4dba-96d0-35e50cb06770
83262 info:doi/10.1371/annotation/2a298dd6-8548-4272-a85c-ec3299748804
64507 info:doi/10.1371/annotation/2a2e5c4c-9a8c-4fa5-bdfc-4a3879818ff9
3755 info:doi/10.1371/annotation/2a35845c-1daf-411c-bef0-c3cbe934d605
3757 info:doi/10.1371/annotation/2a384dd1-15a7-4211-a3ec-838a72da243d
81351 info:doi/10.1371/annotation/2a3badc5-56b4-4e76-b0d0-8fed0d95cfc5
50847 info:doi/10.1371/annotation/2a417c36-e9e3-4a9b-921a-a0458f93b7cc
3759 info:doi/10.1371/annotation/2a46989b-c9b9-40b3-9c9b-4eba73156dfb
3761 info:doi/10.1371/annotation/2a4e97df-f398-4047-87c9-c29c57fb16d0
55505 info:doi/10.1371/annotation/2a4fcc09-8e0b-45f8-a8fd-623145a7bcd3
3763 info:doi/10.1371/annotation/2a50969f-d743-45ba-95c0-0289a3e0624b
3765 info:doi/10.1371/annotation/2a556e29-e3b4-4736-ae71-6c85998145c3
3767 info:doi/10.1371/annotation/2a57fee8-f78a-47c3-bdbb-9a02c753db3a
57657 info:doi/10.1371/annotation/2a5b7675-8ea7-481a-aac9-76d89a64152d
71829 info:doi/10.1371/annotation/2a5ba894-e01b-4da7-944d-cc34f202ee16
78743 info:doi/10.1371/annotation/2a5c0b35-e4ad-4b5b-915c-9da34cc1499c
73811 info:doi/10.1371/annotation/2a5c7a7b-2124-4955-9549-a420e6994110
82520 info:doi/10.1371/annotation/2a5c82a1-64e1-4844-aeff-cd98e6dff559
3769 info:doi/10.1371/annotation/2a5cee49-21ca-400f-ac21-9326dc485e3c
3771 info:doi/10.1371/annotation/2a5d3154-fad9-4015-99c9-ce4a80656961
66595 info:doi/10.1371/annotation/2a5e18bc-af82-44b6-a8ab-9f0036e1dc26
3773 info:doi/10.1371/annotation/2a678a95-ce6c-4d8f-93d5-12465df8c5d8
49921 info:doi/10.1371/annotation/2a681453-0bbe-46b0-81a4-f22cbf38a2ee
3775 info:doi/10.1371/annotation/2a6bc0fb-6491-4494-ac9a-3d2d2f5b5616
71161 info:doi/10.1371/annotation/2a730112-c69a-465a-bfa4-3d02215e88bf
3777 info:doi/10.1371/annotation/2a754815-30e7-4be1-a271-ea7d68903877
72403 info:doi/10.1371/annotation/2a76309f-921e-4bfb-9803-077c424ae8ec
3779 info:doi/10.1371/annotation/2a7a499d-dba2-47c5-911a-caed5f45ae45
73047 info:doi/10.1371/annotation/2a83ecd1-64ec-4c7b-bfea-92be0ec490f3
3781 info:doi/10.1371/annotation/2a8916ba-c67a-4d6b-8927-735961a46f74
79545 info:doi/10.1371/annotation/2a89c85e-83e4-4cb6-b6ff-aa4d1876ad7f
44815 info:doi/10.1371/annotation/2a89ef86-6aea-44ce-9905-01f2dab9baad
69339 info:doi/10.1371/annotation/2a8b18e7-6e6f-406e-a6f6-50c5d3998720
3783 info:doi/10.1371/annotation/2a8b2027-16bb-4385-bb12-55bc688ff392
3785 info:doi/10.1371/annotation/2a8e7e56-64e0-41a1-af4b-9218c713826f
87990 info:doi/10.1371/annotation/2a8fa526-5ad6-46a7-9e2e-d563b7215fae
3787 info:doi/10.1371/annotation/2a8fc423-a485-4497-aa34-03a2711b4174
3789 info:doi/10.1371/annotation/2a914afa-fcd7-4d18-ab02-ce102604c515
84468 info:doi/10.1371/annotation/2a965ea4-703c-4618-8b1d-13c0bb673b3e
82049 info:doi/10.1371/annotation/2a9cf5eb-c194-424e-a7ed-2945c137c843
66499 info:doi/10.1371/annotation/2aa0125a-6fdf-497b-8022-4f076ba5e54f
3791 info:doi/10.1371/annotation/2aa17507-ccdd-46dd-9514-e846b0deb037
3793 info:doi/10.1371/annotation/2aa36004-ae5e-4f7e-9aa2-33b30b78779d
60965 info:doi/10.1371/annotation/2aa39192-93f6-4fe4-9bf7-4ab1db297e7c
3795 info:doi/10.1371/annotation/2aa4d091-db7a-4789-95ae-b47be9480338
78751 info:doi/10.1371/annotation/2aa53b9b-3033-47ed-8d79-7152c6024b28
3797 info:doi/10.1371/annotation/2aa55593-113b-4604-8a5b-9d991044ea2f
80703 info:doi/10.1371/annotation/2aa994c5-2b7e-405f-9196-bab6760b3c5f
3801 info:doi/10.1371/annotation/2ab02fb0-fddc-4a47-a3c9-89afe7de3d25
3803 info:doi/10.1371/annotation/2ab4d88d-caf3-48ea-9d6f-714f74bc96cd
62591 info:doi/10.1371/annotation/2abc7465-6f3e-4db5-a48e-833ecf64d73e
75361 info:doi/10.1371/annotation/2abcfee2-d302-4bcd-968d-50d7ed696014
74018 info:doi/10.1371/annotation/2abd1a9a-e614-43d3-a41f-50c36f05a2c6
3807 info:doi/10.1371/annotation/2ac0666c-39f4-4106-8d93-6a33e9231e9c
3809 info:doi/10.1371/annotation/2ac0ce24-2ffa-4c6f-bf40-b0b15c51572f
53075 info:doi/10.1371/annotation/2ac353a9-c30d-47f9-a0ed-a827baa67370
3811 info:doi/10.1371/annotation/2ac39456-34b4-4af3-b741-346583df2636
59573 info:doi/10.1371/annotation/2ac4b971-828a-46f9-b1f9-39c694d6893c
3813 info:doi/10.1371/annotation/2ac53baa-2ddb-41e0-9ea2-919f3f2f5b45
87868 info:doi/10.1371/annotation/2ac7cd17-c9f8-4afa-acc6-a14592c2e15c
62719 info:doi/10.1371/annotation/2ac947b9-a8e0-4647-b469-60a9976e9670
67289 info:doi/10.1371/annotation/2ad96d08-1031-4f8c-89c3-700d13ad0486
61495 info:doi/10.1371/annotation/2ada6799-51b3-4ca2-8e98-377b704e302e
3815 info:doi/10.1371/annotation/2adaf39d-24f2-45de-b0b9-fcfd7d78c524
3817 info:doi/10.1371/annotation/2adb1c05-fe63-48cf-b442-120d0d9d9dc1
65129 info:doi/10.1371/annotation/2addfb88-ac0d-45f5-aa7f-430a4afdcd68
3819 info:doi/10.1371/annotation/2ae0812b-2be7-4b29-a2d2-82d66037c152
65973 info:doi/10.1371/annotation/2ae33a57-43bb-45b1-91d0-a184a45b93d6
54681 info:doi/10.1371/annotation/2ae77713-cb05-43a6-a48e-f52b2fdf6565
87040 info:doi/10.1371/annotation/2ae84141-6fd2-4a89-bcb3-db22e950d8ac
3823 info:doi/10.1371/annotation/2ae992ae-09e7-4e09-89b9-d8ee776bc7a1
54625 info:doi/10.1371/annotation/2aeb42a8-e0bc-4f15-b76a-2296cad497c3
65049 info:doi/10.1371/annotation/2af20dd4-f247-4aeb-a310-7eef459eecb8
60179 info:doi/10.1371/annotation/2af4c7cf-f00c-46db-8eca-276abfc2b1e5
59823 info:doi/10.1371/annotation/2afbebad-5bac-44b7-81c9-df43a7935e39
87653 info:doi/10.1371/annotation/2b035a38-d5e0-4d25-bcd9-fbc85fd4ded8
3827 info:doi/10.1371/annotation/2b0da642-5846-40a7-b672-c96fe212dd2c
67891 info:doi/10.1371/annotation/2b0e2cf4-f851-460f-bab3-6e68933bccac
64343 info:doi/10.1371/annotation/2b129a0c-1a91-48d6-96bf-1ef694980dd6
3829 info:doi/10.1371/annotation/2b13d891-d46f-4702-aad7-f5c6fa4f6131
3831 info:doi/10.1371/annotation/2b1929d6-1a38-411d-a9c4-bd5152bc4c52
70351 info:doi/10.1371/annotation/2b196ce7-80ee-4c82-8cfd-a965be4067e0
86498 info:doi/10.1371/annotation/2b1b67c1-39af-4429-9482-7034d0a0f1bf
3837 info:doi/10.1371/annotation/2b1e67ba-99ba-4ac1-9806-f5cce94157fb
3839 info:doi/10.1371/annotation/2b213642-9957-47bc-b873-33b5627a7dc9
74565 info:doi/10.1371/annotation/2b23fe0a-c694-425f-a7eb-3ab5f08edd9a
82880 info:doi/10.1371/annotation/2b255b5b-ae78-4271-8a84-dbcd0b46230b
61615 info:doi/10.1371/annotation/2b256162-5aec-459f-bb8c-23bda239fabe
52503 info:doi/10.1371/annotation/2b26b91d-31b1-4e3f-9500-755c6c21fa3f
3841 info:doi/10.1371/annotation/2b284330-cd7d-4584-a860-d922600b8918
86938 info:doi/10.1371/annotation/2b2dab7e-d273-4563-ad3b-4442165bc1af
68487 info:doi/10.1371/annotation/2b3266ce-9d0e-4e27-9c05-a43eda8777d8
3843 info:doi/10.1371/annotation/2b336939-e085-4a87-bec1-8775f0e96b99
86712 info:doi/10.1371/annotation/2b35f587-f8bb-4bf9-9bde-0c081b7a0d6d
87858 info:doi/10.1371/annotation/2b38e865-6942-4df7-b5f9-e2ae498c0ae0
66521 info:doi/10.1371/annotation/2b396b96-803a-4141-baae-70f3dbee0bbf
3845 info:doi/10.1371/annotation/2b39c919-289d-4afc-b411-841763c3388a
3847 info:doi/10.1371/annotation/2b39e88b-9a9c-46b7-9165-8c794f07b442
3849 info:doi/10.1371/annotation/2b3bc7c2-35f3-4df9-a5a4-0713c413156d
78581 info:doi/10.1371/annotation/2b3fe92b-e4bf-4c4d-ab34-0e9cd351205a
3851 info:doi/10.1371/annotation/2b484314-af7b-4a98-9872-dc983a86ddcd
62021 info:doi/10.1371/annotation/2b49aa8c-57da-42b5-ac53-4a33991e505c
72903 info:doi/10.1371/annotation/2b4ca873-5405-46e0-a8c8-95089fe25eac
67945 info:doi/10.1371/annotation/2b535cdf-e481-4881-b8b9-7b090e0d0b53
3853 info:doi/10.1371/annotation/2b5783b9-9791-4355-aec8-326b0daa1825
87739 info:doi/10.1371/annotation/2b5b0601-ccfd-408d-a6c0-b114b20bfe1a
80679 info:doi/10.1371/annotation/2b5b9047-31f6-435b-8aa7-7180666020c5
3855 info:doi/10.1371/annotation/2b5c4659-5f8d-4ee1-b410-a2547d4ea29e
75317 info:doi/10.1371/annotation/2b649a20-5845-433c-93f2-e75b3701e5ec
79803 info:doi/10.1371/annotation/2b64fbd2-6e3d-4ee7-ac3e-2cbf28d89b1b
3857 info:doi/10.1371/annotation/2b68641c-78e8-429b-9f39-37bc0751e36b
3859 info:doi/10.1371/annotation/2b6aff20-d279-4a60-a2e4-e4731f43964e
3861 info:doi/10.1371/annotation/2b6bf3ab-e21f-4720-96b8-582fc208a3b0
44527 info:doi/10.1371/annotation/2b6cc128-ea7a-4d31-bb1a-1fad1c87f415
75151 info:doi/10.1371/annotation/2b6d334b-e9d4-4eba-bf17-9f0dc6481bd7
85984 info:doi/10.1371/annotation/2b727f03-309d-4365-8df2-57db9c8e8ace
3863 info:doi/10.1371/annotation/2b741822-4afa-4c2b-b930-14ca26402e90
3865 info:doi/10.1371/annotation/2b810a16-9300-48e7-9142-c7ec21168860
50191 info:doi/10.1371/annotation/2b817f9d-1a6a-4e3e-992f-4966d780c8fd
3867 info:doi/10.1371/annotation/2b88ec69-2975-4bd7-8992-d68fb4e2defc
3869 info:doi/10.1371/annotation/2b923550-704c-4b2c-8af2-d3e439a06e31
81589 info:doi/10.1371/annotation/2b95f8d0-e301-41ec-9226-fec7988d2f22
3871 info:doi/10.1371/annotation/2b981eb2-76de-4536-a2f1-023003ad0df0
3873 info:doi/10.1371/annotation/2ba1aa15-b44e-40bf-a9b2-11f958c8d20d
61129 info:doi/10.1371/annotation/2ba5b853-213b-4845-88ba-be4ae48cc5c3
54707 info:doi/10.1371/annotation/2ba76965-8862-45ea-b3aa-ae981bf03f58
3875 info:doi/10.1371/annotation/2bab71d3-9da1-4aa5-9432-0527bbece64f
3877 info:doi/10.1371/annotation/2bad991c-e984-42c8-9875-1c31af0f0bcb
80128 info:doi/10.1371/annotation/2baebc9f-c58b-48da-821e-05eaa249ea9d
3879 info:doi/10.1371/annotation/2bb12fb5-707a-4342-aa50-81114b831aec
3881 info:doi/10.1371/annotation/2bba3feb-8cbe-4ed7-8051-5ee7b53f5e67
3883 info:doi/10.1371/annotation/2bbba0c5-30b0-496d-95ab-3857f5eb93b3
3885 info:doi/10.1371/annotation/2bbc81ed-2d4c-4804-8bb1-f68194622e97
49621 info:doi/10.1371/annotation/2bbd56e5-d6bc-4e41-875b-e725d330c60c
54385 info:doi/10.1371/annotation/2bbec860-be47-4a4c-970f-f8fc7c808197
3887 info:doi/10.1371/annotation/2bbf0cb3-4ce3-45df-af0d-25c9c820d4a9
3889 info:doi/10.1371/annotation/2bc2c02c-54fc-44e7-93e1-b0f3b73bb797
3891 info:doi/10.1371/annotation/2bc92ed9-f485-41e3-8054-4a1f7d8ac79e
3893 info:doi/10.1371/annotation/2bc9ec24-bb72-49d4-b127-a0c2c2dd1523
3895 info:doi/10.1371/annotation/2bcd036f-c78b-441c-a29b-f3c32411d388
81497 info:doi/10.1371/annotation/2bcd7d38-8573-49de-90bf-280f2ac08cf6
3897 info:doi/10.1371/annotation/2bd0157a-9d01-46d3-bd7f-4ceb05691bf5
3899 info:doi/10.1371/annotation/2bd06f49-5fc3-4dcc-8a74-52dd4b5e68d3
70497 info:doi/10.1371/annotation/2bd3a9f0-981a-4798-a71e-2e2ad90a1812
3901 info:doi/10.1371/annotation/2bd43c4a-3ed7-40c2-9497-c2e21237944b
88240 info:doi/10.1371/annotation/2bd57d5f-3e81-490e-8e68-3a3bc4177be2
73515 info:doi/10.1371/annotation/2bd8ac33-9237-413b-ab52-7a6ee40c8e1c
3903 info:doi/10.1371/annotation/2be679c6-23c5-41dc-b442-189b1b94b72e
3905 info:doi/10.1371/annotation/2be79dd3-cc3c-4c39-9fd0-87f0ce2e2a65
67705 info:doi/10.1371/annotation/2be9b430-fa9d-4240-aa8e-e4f6571a0b64
86496 info:doi/10.1371/annotation/2beaca92-9c32-4064-b46d-5b0efb4906b2
79923 info:doi/10.1371/annotation/2bee1a6e-a541-47a1-ac8f-68773140529d
3907 info:doi/10.1371/annotation/2bf252a4-6735-488d-a6cc-f32d7de4bfa3
49527 info:doi/10.1371/annotation/2bf4c9da-98c7-44e4-8a1a-19a6ed3e44cc
72221 info:doi/10.1371/annotation/2bf83a98-0dc9-49e2-97eb-db700d36dea2
3911 info:doi/10.1371/annotation/2bf8a97b-e5f6-425d-90b3-45a760b74d4a
86815 info:doi/10.1371/annotation/2bf8e14a-dbf0-4b07-9546-519335390b6d
3913 info:doi/10.1371/annotation/2bf9778b-f26c-46a0-b532-c835b2caa9d3
3915 info:doi/10.1371/annotation/2bfad3a0-ba12-40e7-8be7-a7be1fa65902
74032 info:doi/10.1371/annotation/2bfb4392-58cc-4f50-828a-50341afeec48
63295 info:doi/10.1371/annotation/2bfb86f5-6dde-4cd3-b26a-791996ce5f18
3917 info:doi/10.1371/annotation/2bfbf9e0-e4a8-4d2b-9ecb-83aebe1e70e2
57819 info:doi/10.1371/annotation/2bfeaf4d-6d75-4724-a861-008d1f5541ac
3919 info:doi/10.1371/annotation/2c0363a6-61c7-4f86-ad0c-5690dcad82c2
3921 info:doi/10.1371/annotation/2c11613c-9737-41a4-9d7c-745942079d2a
3925 info:doi/10.1371/annotation/2c125db9-54dc-489e-9022-d7cc89db5f09
3927 info:doi/10.1371/annotation/2c13aa8c-5b84-42bb-8fbe-0f8fb2ed3764
82105 info:doi/10.1371/annotation/2c19a7a5-6aef-40d0-900f-406df24a0468
78091 info:doi/10.1371/annotation/2c1a1092-b032-41a1-9cd3-d8dd514a3f14
3929 info:doi/10.1371/annotation/2c1a6b2e-343e-4ad4-bce2-fa874e0d8c41
3933 info:doi/10.1371/annotation/2c20af0c-8325-4a96-894b-44edfb602579
78901 info:doi/10.1371/annotation/2c21c295-9d0e-49cb-9d9d-d9dcd95ad73f
3935 info:doi/10.1371/annotation/2c235eab-511d-4047-99f5-e3d4b8bb9142
3937 info:doi/10.1371/annotation/2c2458b1-af16-4793-880e-e4b281c6e57e
44505 info:doi/10.1371/annotation/2c258b14-018a-4dba-abf4-7cd840d85721
54147 info:doi/10.1371/annotation/2c2869aa-a79a-4407-b65c-3e30d5176c78
3939 info:doi/10.1371/annotation/2c299492-c5af-43c9-acd1-d559ce23093b
61737 info:doi/10.1371/annotation/2c2a3427-9f6e-47b2-96ed-d207290fb960
88425 info:doi/10.1371/annotation/2c2d000f-b47d-4d47-b4e0-81a2dd21eca4
86039 info:doi/10.1371/annotation/2c2d975a-035a-4b09-a1d1-04ee240f047b
3941 info:doi/10.1371/annotation/2c2e6f24-cd32-4f79-b123-abd26448db30
3945 info:doi/10.1371/annotation/2c32b77a-4185-4657-90ca-c367bf96c9ff
3947 info:doi/10.1371/annotation/2c3460e4-ab93-4fd2-800f-6a01bce08a26
3949 info:doi/10.1371/annotation/2c351415-b156-4511-bf2b-63a41daf70c7
54235 info:doi/10.1371/annotation/2c375449-6d2a-4f07-849d-96792807e99b
73683 info:doi/10.1371/annotation/2c3a1694-2409-431d-8155-948727c69e58
73601 info:doi/10.1371/annotation/2c3aa1ee-4cff-4e5b-8501-628a68d6d467
3951 info:doi/10.1371/annotation/2c3aa5db-4f3e-4cb0-9e19-9590ae3d0480
3953 info:doi/10.1371/annotation/2c3b5f0a-9638-4a70-b4e9-794ce040ff94
74901 info:doi/10.1371/annotation/2c3e23b6-50f7-4aec-a16f-e809ae8169fc
66425 info:doi/10.1371/annotation/2c4056de-53b0-4707-8fa3-cea87257f21a
80963 info:doi/10.1371/annotation/2c453831-2114-43de-85c8-18ad53d29e30
81103 info:doi/10.1371/annotation/2c4a4b6d-f8b7-44fd-ac8c-f400e16194bf
40961 info:doi/10.1371/annotation/2c53c8f6-a652-43e0-9917-c8d5dd062b96
82204 info:doi/10.1371/annotation/2c53e696-ed0b-47f3-873c-b363f551b39e
3955 info:doi/10.1371/annotation/2c542d33-c5b6-4d3b-91c6-ddf16a634eb5
88433 info:doi/10.1371/annotation/2c57fa5c-9951-4b62-85d3-f710b92f68b3
80435 info:doi/10.1371/annotation/2c5b0ce7-5fa0-4347-8341-731f3afd097e
53587 info:doi/10.1371/annotation/2c5ce104-2176-4585-9cd2-15a32d5aa815
3957 info:doi/10.1371/annotation/2c687fc0-c189-4b54-93f3-c157912e52b8
3959 info:doi/10.1371/annotation/2c68b774-b74f-48ef-88b8-5036f7f86f77
60703 info:doi/10.1371/annotation/2c6bbfd4-1c77-4a37-a0b1-f1510efdfd4f
58613 info:doi/10.1371/annotation/2c7061b7-6f25-4489-8493-df71b504dc43
3961 info:doi/10.1371/annotation/2c7084c9-5574-4153-aefc-106dd1fceae4
